"Points:0","Points:1","Points:2","T","p"
6.25e-06,0,0.0001,293.16,0
0,0,0.0001,293.15,0
6.25e-06,1.9167e-06,0.0001,293.19,0
0,1.9167e-06,0.0001,293.16,0
1.25e-05,0,0.0001,293.17,0
1.25e-05,1.9167e-06,0.0001,293.24,0
1.875e-05,0,0.0001,293.18,0
1.875e-05,1.9167e-06,0.0001,293.28,0
2.5e-05,0,0.0001,293.19,0
2.5e-05,1.9167e-06,0.0001,293.33,0
3.125e-05,0,0.0001,293.21,0
3.125e-05,1.9167e-06,0.0001,293.38,0
3.75e-05,0,0.0001,293.22,0
3.75e-05,1.9167e-06,0.0001,293.42,0
4.375e-05,0,0.0001,293.23,0
4.375e-05,1.9167e-06,0.0001,293.48,0
5e-05,0,0.0001,293.24,0
5e-05,1.9167e-06,0.0001,293.53,0
5.625e-05,0,0.0001,293.26,0
5.625e-05,1.9167e-06,0.0001,293.59,0
6.25e-05,0,0.0001,293.27,0
6.25e-05,1.9167e-06,0.0001,293.65,0
6.875e-05,0,0.0001,293.29,0
6.875e-05,1.9167e-06,0.0001,293.71,0
7.5e-05,0,0.0001,293.31,0
7.5e-05,1.9167e-06,0.0001,293.77,0
8.125e-05,0,0.0001,293.32,0
8.125e-05,1.9167e-06,0.0001,293.85,0
8.75e-05,0,0.0001,293.34,0
8.75e-05,1.9167e-06,0.0001,293.92,0
9.375e-05,0,0.0001,293.36,0
9.375e-05,1.9167e-06,0.0001,294,0
0.0001,0,0.0001,293.38,0
0.0001,1.9167e-06,0.0001,294.09,0
0.00010625,0,0.0001,293.41,0
0.00010625,1.9167e-06,0.0001,294.18,0
0.0001125,0,0.0001,293.43,0
0.0001125,1.9167e-06,0.0001,294.27,0
0.00011875,0,0.0001,293.46,0
0.00011875,1.9167e-06,0.0001,294.38,0
0.000125,0,0.0001,293.48,0
0.000125,1.9167e-06,0.0001,294.48,0
0.00013125,0,0.0001,293.51,0
0.00013125,1.9167e-06,0.0001,294.6,0
0.0001375,0,0.0001,293.54,0
0.0001375,1.9167e-06,0.0001,294.72,0
0.00014375,0,0.0001,293.58,0
0.00014375,1.9167e-06,0.0001,294.85,0
0.00015,0,0.0001,293.61,0
0.00015,1.9167e-06,0.0001,294.99,0
0.00015625,0,0.0001,293.65,0
0.00015625,1.9167e-06,0.0001,295.14,0
0.0001625,0,0.0001,293.69,0
0.0001625,1.9167e-06,0.0001,295.29,0
0.00016875,0,0.0001,293.73,0
0.00016875,1.9167e-06,0.0001,295.46,0
0.000175,0,0.0001,293.77,0
0.000175,1.9167e-06,0.0001,295.63,0
0.00018125,0,0.0001,293.82,0
0.00018125,1.9167e-06,0.0001,295.81,0
0.0001875,0,0.0001,293.86,0
0.0001875,1.9167e-06,0.0001,296.01,0
0.00019375,0,0.0001,293.92,0
0.00019375,1.9167e-06,0.0001,296.21,0
0.0002,0,0.0001,293.97,0
0.0002,1.9167e-06,0.0001,296.42,0
0.00020625,0,0.0001,294.03,0
0.00020625,1.9167e-06,0.0001,296.65,0
0.0002125,0,0.0001,294.08,0
0.0002125,1.9167e-06,0.0001,296.88,0
0.00021875,0,0.0001,294.15,0
0.00021875,1.9167e-06,0.0001,297.13,0
0.000225,0,0.0001,294.21,0
0.000225,1.9167e-06,0.0001,297.39,0
0.00023125,0,0.0001,294.28,0
0.00023125,1.9167e-06,0.0001,297.67,0
0.0002375,0,0.0001,294.35,0
0.0002375,1.9167e-06,0.0001,297.95,0
0.00024375,0,0.0001,294.43,0
0.00024375,1.9167e-06,0.0001,298.26,0
0.00025,0,0.0001,294.51,0
0.00025,1.9167e-06,0.0001,298.57,0
0.00025625,0,0.0001,294.59,0
0.00025625,1.9167e-06,0.0001,298.9,0
0.0002625,0,0.0001,294.68,0
0.0002625,1.9167e-06,0.0001,299.25,0
0.00026875,0,0.0001,294.77,0
0.00026875,1.9167e-06,0.0001,299.61,0
0.000275,0,0.0001,294.86,0
0.000275,1.9167e-06,0.0001,300,0
0.00028125,0,0.0001,294.96,0
0.00028125,1.9167e-06,0.0001,300.39,0
0.0002875,0,0.0001,295.07,0
0.0002875,1.9167e-06,0.0001,300.81,0
0.00029375,0,0.0001,295.18,0
0.00029375,1.9167e-06,0.0001,301.25,0
0.0003,0,0.0001,295.29,0
0.0003,1.9167e-06,0.0001,301.71,0
0.00030625,0,0.0001,295.42,0
0.00030625,1.9167e-06,0.0001,302.19,0
0.0003125,0,0.0001,295.54,0
0.0003125,1.9167e-06,0.0001,302.7,0
0.00031875,0,0.0001,295.68,0
0.00031875,1.9167e-06,0.0001,303.23,0
0.000325,0,0.0001,295.81,0
0.000325,1.9167e-06,0.0001,303.78,0
0.00033125,0,0.0001,295.96,0
0.00033125,1.9167e-06,0.0001,304.36,0
0.0003375,0,0.0001,296.11,0
0.0003375,1.9167e-06,0.0001,304.97,0
0.00034375,0,0.0001,296.28,0
0.00034375,1.9167e-06,0.0001,305.61,0
0.00035,0,0.0001,296.45,0
0.00035,1.9167e-06,0.0001,306.29,0
0.00035625,0,0.0001,296.62,0
0.00035625,1.9167e-06,0.0001,306.99,0
0.0003625,0,0.0001,296.81,0
0.0003625,1.9167e-06,0.0001,307.74,0
0.00036875,0,0.0001,297.01,0
0.00036875,1.9167e-06,0.0001,308.52,0
0.000375,0,0.0001,297.21,0
0.000375,1.9167e-06,0.0001,309.34,0
0.00038125,0,0.0001,297.43,0
0.00038125,1.9167e-06,0.0001,310.2,0
0.0003875,0,0.0001,297.66,0
0.0003875,1.9167e-06,0.0001,311.11,0
0.00039375,0,0.0001,297.9,0
0.00039375,1.9167e-06,0.0001,312.06,0
0.0004,0,0.0001,298.15,0
0.0004,1.9167e-06,0.0001,313.06,0
0.00040625,0,0.0001,298.42,0
0.00040625,1.9167e-06,0.0001,314.12,0
0.0004125,0,0.0001,298.7,0
0.0004125,1.9167e-06,0.0001,315.24,0
0.00041875,0,0.0001,299,0
0.00041875,1.9167e-06,0.0001,316.41,0
0.000425,0,0.0001,299.31,0
0.000425,1.9167e-06,0.0001,317.65,0
0.00043125,0,0.0001,299.64,0
0.00043125,1.9167e-06,0.0001,318.95,0
0.0004375,0,0.0001,299.99,0
0.0004375,1.9167e-06,0.0001,320.33,0
0.00044375,0,0.0001,300.36,0
0.00044375,1.9167e-06,0.0001,321.78,0
0.00045,0,0.0001,300.75,0
0.00045,1.9167e-06,0.0001,323.3,0
0.00045625,0,0.0001,301.16,0
0.00045625,1.9167e-06,0.0001,324.92,0
0.0004625,0,0.0001,301.59,0
0.0004625,1.9167e-06,0.0001,326.61,0
0.00046875,0,0.0001,302.04,0
0.00046875,1.9167e-06,0.0001,328.4,0
0.000475,0,0.0001,302.52,0
0.000475,1.9167e-06,0.0001,330.29,0
