"Points:0","Points:1","Points:2","T","p"
6.25e-06,0,0.0001,293.16,0
0,0,0.0001,293.15,0
6.25e-06,1.9167e-06,0.0001,293.19,0
0,1.9167e-06,0.0001,293.16,0
1.25e-05,0,0.0001,293.17,0
1.25e-05,1.9167e-06,0.0001,293.22,0
1.875e-05,0,0.0001,293.18,0
1.875e-05,1.9167e-06,0.0001,293.26,0
2.5e-05,0,0.0001,293.19,0
2.5e-05,1.9167e-06,0.0001,293.3,0
3.125e-05,0,0.0001,293.2,0
3.125e-05,1.9167e-06,0.0001,293.34,0
3.75e-05,0,0.0001,293.21,0
3.75e-05,1.9167e-06,0.0001,293.38,0
4.375e-05,0,0.0001,293.22,0
4.375e-05,1.9167e-06,0.0001,293.43,0
5e-05,0,0.0001,293.23,0
5e-05,1.9167e-06,0.0001,293.47,0
5.625e-05,0,0.0001,293.24,0
5.625e-05,1.9167e-06,0.0001,293.52,0
6.25e-05,0,0.0001,293.26,0
6.25e-05,1.9167e-06,0.0001,293.57,0
6.875e-05,0,0.0001,293.27,0
6.875e-05,1.9167e-06,0.0001,293.63,0
7.5e-05,0,0.0001,293.28,0
7.5e-05,1.9167e-06,0.0001,293.68,0
8.125e-05,0,0.0001,293.3,0
8.125e-05,1.9167e-06,0.0001,293.74,0
8.75e-05,0,0.0001,293.31,0
8.75e-05,1.9167e-06,0.0001,293.81,0
9.375e-05,0,0.0001,293.33,0
9.375e-05,1.9167e-06,0.0001,293.88,0
0.0001,0,0.0001,293.35,0
0.0001,1.9167e-06,0.0001,293.95,0
0.00010625,0,0.0001,293.37,0
0.00010625,1.9167e-06,0.0001,294.03,0
0.0001125,0,0.0001,293.39,0
0.0001125,1.9167e-06,0.0001,294.11,0
0.00011875,0,0.0001,293.41,0
0.00011875,1.9167e-06,0.0001,294.2,0
0.000125,0,0.0001,293.44,0
0.000125,1.9167e-06,0.0001,294.29,0
0.00013125,0,0.0001,293.46,0
0.00013125,1.9167e-06,0.0001,294.39,0
0.0001375,0,0.0001,293.49,0
0.0001375,1.9167e-06,0.0001,294.5,0
0.00014375,0,0.0001,293.52,0
0.00014375,1.9167e-06,0.0001,294.61,0
0.00015,0,0.0001,293.55,0
0.00015,1.9167e-06,0.0001,294.73,0
0.00015625,0,0.0001,293.58,0
0.00015625,1.9167e-06,0.0001,294.86,0
0.0001625,0,0.0001,293.61,0
0.0001625,1.9167e-06,0.0001,294.99,0
0.00016875,0,0.0001,293.65,0
0.00016875,1.9167e-06,0.0001,295.13,0
0.000175,0,0.0001,293.68,0
0.000175,1.9167e-06,0.0001,295.28,0
0.00018125,0,0.0001,293.72,0
0.00018125,1.9167e-06,0.0001,295.44,0
0.0001875,0,0.0001,293.77,0
0.0001875,1.9167e-06,0.0001,295.61,0
0.00019375,0,0.0001,293.81,0
0.00019375,1.9167e-06,0.0001,295.79,0
0.0002,0,0.0001,293.86,0
0.0002,1.9167e-06,0.0001,295.97,0
0.00020625,0,0.0001,293.91,0
0.00020625,1.9167e-06,0.0001,296.17,0
0.0002125,0,0.0001,293.96,0
0.0002125,1.9167e-06,0.0001,296.37,0
0.00021875,0,0.0001,294.01,0
0.00021875,1.9167e-06,0.0001,296.59,0
0.000225,0,0.0001,294.07,0
0.000225,1.9167e-06,0.0001,296.82,0
0.00023125,0,0.0001,294.13,0
0.00023125,1.9167e-06,0.0001,297.05,0
0.0002375,0,0.0001,294.19,0
0.0002375,1.9167e-06,0.0001,297.3,0
0.00024375,0,0.0001,294.26,0
0.00024375,1.9167e-06,0.0001,297.57,0
0.00025,0,0.0001,294.32,0
0.00025,1.9167e-06,0.0001,297.84,0
0.00025625,0,0.0001,294.4,0
0.00025625,1.9167e-06,0.0001,298.13,0
0.0002625,0,0.0001,294.47,0
0.0002625,1.9167e-06,0.0001,298.43,0
0.00026875,0,0.0001,294.55,0
0.00026875,1.9167e-06,0.0001,298.75,0
0.000275,0,0.0001,294.64,0
0.000275,1.9167e-06,0.0001,299.08,0
0.00028125,0,0.0001,294.72,0
0.00028125,1.9167e-06,0.0001,299.43,0
0.0002875,0,0.0001,294.81,0
0.0002875,1.9167e-06,0.0001,299.79,0
0.00029375,0,0.0001,294.91,0
0.00029375,1.9167e-06,0.0001,300.17,0
0.0003,0,0.0001,295.01,0
0.0003,1.9167e-06,0.0001,300.57,0
0.00030625,0,0.0001,295.11,0
0.00030625,1.9167e-06,0.0001,300.99,0
0.0003125,0,0.0001,295.22,0
0.0003125,1.9167e-06,0.0001,301.43,0
0.00031875,0,0.0001,295.34,0
0.00031875,1.9167e-06,0.0001,301.89,0
0.000325,0,0.0001,295.46,0
0.000325,1.9167e-06,0.0001,302.37,0
0.00033125,0,0.0001,295.59,0
0.00033125,1.9167e-06,0.0001,302.87,0
0.0003375,0,0.0001,295.72,0
0.0003375,1.9167e-06,0.0001,303.4,0
0.00034375,0,0.0001,295.86,0
0.00034375,1.9167e-06,0.0001,303.96,0
0.00035,0,0.0001,296.01,0
0.00035,1.9167e-06,0.0001,304.54,0
0.00035625,0,0.0001,296.16,0
0.00035625,1.9167e-06,0.0001,305.15,0
0.0003625,0,0.0001,296.32,0
0.0003625,1.9167e-06,0.0001,305.79,0
0.00036875,0,0.0001,296.49,0
0.00036875,1.9167e-06,0.0001,306.46,0
0.000375,0,0.0001,296.67,0
0.000375,1.9167e-06,0.0001,307.17,0
0.00038125,0,0.0001,296.85,0
0.00038125,1.9167e-06,0.0001,307.91,0
0.0003875,0,0.0001,297.05,0
0.0003875,1.9167e-06,0.0001,308.69,0
0.00039375,0,0.0001,297.26,0
0.00039375,1.9167e-06,0.0001,309.51,0
0.0004,0,0.0001,297.47,0
0.0004,1.9167e-06,0.0001,310.37,0
0.00040625,0,0.0001,297.7,0
0.00040625,1.9167e-06,0.0001,311.27,0
0.0004125,0,0.0001,297.94,0
0.0004125,1.9167e-06,0.0001,312.23,0
0.00041875,0,0.0001,298.2,0
0.00041875,1.9167e-06,0.0001,313.23,0
0.000425,0,0.0001,298.46,0
0.000425,1.9167e-06,0.0001,314.29,0
0.00043125,0,0.0001,298.75,0
0.00043125,1.9167e-06,0.0001,315.4,0
0.0004375,0,0.0001,299.04,0
0.0004375,1.9167e-06,0.0001,316.57,0
0.00044375,0,0.0001,299.35,0
0.00044375,1.9167e-06,0.0001,317.8,0
0.00045,0,0.0001,299.68,0
0.00045,1.9167e-06,0.0001,319.1,0
0.00045625,0,0.0001,300.03,0
0.00045625,1.9167e-06,0.0001,320.46,0
0.0004625,0,0.0001,300.39,0
0.0004625,1.9167e-06,0.0001,321.9,0
0.00046875,0,0.0001,300.78,0
0.00046875,1.9167e-06,0.0001,323.41,0
0.000475,0,0.0001,301.18,0
0.000475,1.9167e-06,0.0001,325,0
