"Points:0","Points:1","Points:2","T","p"
6.25e-06,0,0.0001,293.16,0
0,0,0.0001,293.15,0
6.25e-06,1.9167e-06,0.0001,293.2,0
0,1.9167e-06,0.0001,293.16,0
1.25e-05,0,0.0001,293.17,0
1.25e-05,1.9167e-06,0.0001,293.24,0
1.875e-05,0,0.0001,293.19,0
1.875e-05,1.9167e-06,0.0001,293.29,0
2.5e-05,0,0.0001,293.2,0
2.5e-05,1.9167e-06,0.0001,293.34,0
3.125e-05,0,0.0001,293.21,0
3.125e-05,1.9167e-06,0.0001,293.39,0
3.75e-05,0,0.0001,293.22,0
3.75e-05,1.9167e-06,0.0001,293.45,0
4.375e-05,0,0.0001,293.24,0
4.375e-05,1.9167e-06,0.0001,293.5,0
5e-05,0,0.0001,293.25,0
5e-05,1.9167e-06,0.0001,293.56,0
5.625e-05,0,0.0001,293.27,0
5.625e-05,1.9167e-06,0.0001,293.62,0
6.25e-05,0,0.0001,293.28,0
6.25e-05,1.9167e-06,0.0001,293.68,0
6.875e-05,0,0.0001,293.3,0
6.875e-05,1.9167e-06,0.0001,293.75,0
7.5e-05,0,0.0001,293.32,0
7.5e-05,1.9167e-06,0.0001,293.82,0
8.125e-05,0,0.0001,293.34,0
8.125e-05,1.9167e-06,0.0001,293.9,0
8.75e-05,0,0.0001,293.36,0
8.75e-05,1.9167e-06,0.0001,293.98,0
9.375e-05,0,0.0001,293.38,0
9.375e-05,1.9167e-06,0.0001,294.06,0
0.0001,0,0.0001,293.4,0
0.0001,1.9167e-06,0.0001,294.15,0
0.00010625,0,0.0001,293.43,0
0.00010625,1.9167e-06,0.0001,294.25,0
0.0001125,0,0.0001,293.45,0
0.0001125,1.9167e-06,0.0001,294.35,0
0.00011875,0,0.0001,293.48,0
0.00011875,1.9167e-06,0.0001,294.46,0
0.000125,0,0.0001,293.51,0
0.000125,1.9167e-06,0.0001,294.58,0
0.00013125,0,0.0001,293.54,0
0.00013125,1.9167e-06,0.0001,294.7,0
0.0001375,0,0.0001,293.57,0
0.0001375,1.9167e-06,0.0001,294.83,0
0.00014375,0,0.0001,293.61,0
0.00014375,1.9167e-06,0.0001,294.97,0
0.00015,0,0.0001,293.64,0
0.00015,1.9167e-06,0.0001,295.12,0
0.00015625,0,0.0001,293.68,0
0.00015625,1.9167e-06,0.0001,295.28,0
0.0001625,0,0.0001,293.72,0
0.0001625,1.9167e-06,0.0001,295.44,0
0.00016875,0,0.0001,293.77,0
0.00016875,1.9167e-06,0.0001,295.62,0
0.000175,0,0.0001,293.81,0
0.000175,1.9167e-06,0.0001,295.8,0
0.00018125,0,0.0001,293.86,0
0.00018125,1.9167e-06,0.0001,296,0
0.0001875,0,0.0001,293.91,0
0.0001875,1.9167e-06,0.0001,296.2,0
0.00019375,0,0.0001,293.97,0
0.00019375,1.9167e-06,0.0001,296.42,0
0.0002,0,0.0001,294.03,0
0.0002,1.9167e-06,0.0001,296.65,0
0.00020625,0,0.0001,294.09,0
0.00020625,1.9167e-06,0.0001,296.89,0
0.0002125,0,0.0001,294.15,0
0.0002125,1.9167e-06,0.0001,297.14,0
0.00021875,0,0.0001,294.21,0
0.00021875,1.9167e-06,0.0001,297.4,0
0.000225,0,0.0001,294.28,0
0.000225,1.9167e-06,0.0001,297.68,0
0.00023125,0,0.0001,294.36,0
0.00023125,1.9167e-06,0.0001,297.97,0
0.0002375,0,0.0001,294.43,0
0.0002375,1.9167e-06,0.0001,298.28,0
0.00024375,0,0.0001,294.51,0
0.00024375,1.9167e-06,0.0001,298.6,0
0.00025,0,0.0001,294.6,0
0.00025,1.9167e-06,0.0001,298.94,0
0.00025625,0,0.0001,294.69,0
0.00025625,1.9167e-06,0.0001,299.29,0
0.0002625,0,0.0001,294.78,0
0.0002625,1.9167e-06,0.0001,299.66,0
0.00026875,0,0.0001,294.88,0
0.00026875,1.9167e-06,0.0001,300.04,0
0.000275,0,0.0001,294.98,0
0.000275,1.9167e-06,0.0001,300.45,0
0.00028125,0,0.0001,295.09,0
0.00028125,1.9167e-06,0.0001,300.88,0
0.0002875,0,0.0001,295.2,0
0.0002875,1.9167e-06,0.0001,301.32,0
0.00029375,0,0.0001,295.31,0
0.00029375,1.9167e-06,0.0001,301.79,0
0.0003,0,0.0001,295.44,0
0.0003,1.9167e-06,0.0001,302.28,0
0.00030625,0,0.0001,295.57,0
0.00030625,1.9167e-06,0.0001,302.79,0
0.0003125,0,0.0001,295.7,0
0.0003125,1.9167e-06,0.0001,303.33,0
0.00031875,0,0.0001,295.84,0
0.00031875,1.9167e-06,0.0001,303.89,0
0.000325,0,0.0001,295.99,0
0.000325,1.9167e-06,0.0001,304.48,0
0.00033125,0,0.0001,296.15,0
0.00033125,1.9167e-06,0.0001,305.11,0
0.0003375,0,0.0001,296.31,0
0.0003375,1.9167e-06,0.0001,305.76,0
0.00034375,0,0.0001,296.48,0
0.00034375,1.9167e-06,0.0001,306.44,0
0.00035,0,0.0001,296.67,0
0.00035,1.9167e-06,0.0001,307.16,0
0.00035625,0,0.0001,296.86,0
0.00035625,1.9167e-06,0.0001,307.92,0
0.0003625,0,0.0001,297.06,0
0.0003625,1.9167e-06,0.0001,308.71,0
0.00036875,0,0.0001,297.27,0
0.00036875,1.9167e-06,0.0001,309.54,0
0.000375,0,0.0001,297.49,0
0.000375,1.9167e-06,0.0001,310.42,0
0.00038125,0,0.0001,297.72,0
0.00038125,1.9167e-06,0.0001,311.35,0
0.0003875,0,0.0001,297.97,0
0.0003875,1.9167e-06,0.0001,312.32,0
0.00039375,0,0.0001,298.22,0
0.00039375,1.9167e-06,0.0001,313.34,0
0.0004,0,0.0001,298.5,0
0.0004,1.9167e-06,0.0001,314.42,0
0.00040625,0,0.0001,298.78,0
0.00040625,1.9167e-06,0.0001,315.56,0
0.0004125,0,0.0001,299.09,0
0.0004125,1.9167e-06,0.0001,316.75,0
0.00041875,0,0.0001,299.41,0
0.00041875,1.9167e-06,0.0001,318.01,0
0.000425,0,0.0001,299.74,0
0.000425,1.9167e-06,0.0001,319.34,0
0.00043125,0,0.0001,300.1,0
0.00043125,1.9167e-06,0.0001,320.75,0
0.0004375,0,0.0001,300.47,0
0.0004375,1.9167e-06,0.0001,322.23,0
0.00044375,0,0.0001,300.87,0
0.00044375,1.9167e-06,0.0001,323.79,0
0.00045,0,0.0001,301.29,0
0.00045,1.9167e-06,0.0001,325.43,0
0.00045625,0,0.0001,301.73,0
0.00045625,1.9167e-06,0.0001,327.17,0
0.0004625,0,0.0001,302.19,0
0.0004625,1.9167e-06,0.0001,329,0
0.00046875,0,0.0001,302.69,0
0.00046875,1.9167e-06,0.0001,330.93,0
0.000475,0,0.0001,303.2,0
0.000475,1.9167e-06,0.0001,332.96,0
