"Points:0","Points:1","Points:2","T","p"
1.25e-05,0,0.0001,293.18,0
0,0,0.0001,293.16,0
1.25e-05,3.8333e-06,0.0001,293.29,0
0,3.8333e-06,0.0001,293.18,0
2.5e-05,0,0.0001,293.22,0
2.5e-05,3.8333e-06,0.0001,293.43,0
3.75e-05,0,0.0001,293.26,0
3.75e-05,3.8333e-06,0.0001,293.58,0
5e-05,0,0.0001,293.3,0
5e-05,3.8333e-06,0.0001,293.74,0
6.25e-05,0,0.0001,293.34,0
6.25e-05,3.8333e-06,0.0001,293.92,0
7.5e-05,0,0.0001,293.39,0
7.5e-05,3.8333e-06,0.0001,294.12,0
8.75e-05,0,0.0001,293.45,0
8.75e-05,3.8333e-06,0.0001,294.35,0
0.0001,0,0.0001,293.52,0
0.0001,3.8333e-06,0.0001,294.61,0
0.0001125,0,0.0001,293.59,0
0.0001125,3.8333e-06,0.0001,294.9,0
0.000125,0,0.0001,293.67,0
0.000125,3.8333e-06,0.0001,295.23,0
0.0001375,0,0.0001,293.77,0
0.0001375,3.8333e-06,0.0001,295.61,0
0.00015,0,0.0001,293.87,0
0.00015,3.8333e-06,0.0001,296.03,0
0.0001625,0,0.0001,293.99,0
0.0001625,3.8333e-06,0.0001,296.51,0
0.000175,0,0.0001,294.12,0
0.000175,3.8333e-06,0.0001,297.04,0
0.0001875,0,0.0001,294.27,0
0.0001875,3.8333e-06,0.0001,297.63,0
0.0002,0,0.0001,294.44,0
0.0002,3.8333e-06,0.0001,298.29,0
0.0002125,0,0.0001,294.62,0
0.0002125,3.8333e-06,0.0001,299.02,0
0.000225,0,0.0001,294.82,0
0.000225,3.8333e-06,0.0001,299.83,0
0.0002375,0,0.0001,295.05,0
0.0002375,3.8333e-06,0.0001,300.72,0
0.00025,0,0.0001,295.29,0
0.00025,3.8333e-06,0.0001,301.7,0
0.0002625,0,0.0001,295.56,0
0.0002625,3.8333e-06,0.0001,302.78,0
0.000275,0,0.0001,295.86,0
0.000275,3.8333e-06,0.0001,303.96,0
0.0002875,0,0.0001,296.19,0
0.0002875,3.8333e-06,0.0001,305.26,0
