"Points:0","Points:1","Points:2","T","p"
1.25e-05,0,0.0001,293.19,0
0,0,0.0001,293.16,0
1.25e-05,3.8333e-06,0.0001,293.3,0
0,3.8333e-06,0.0001,293.19,0
2.5e-05,0,0.0001,293.23,0
2.5e-05,3.8333e-06,0.0001,293.46,0
3.75e-05,0,0.0001,293.27,0
3.75e-05,3.8333e-06,0.0001,293.62,0
5e-05,0,0.0001,293.31,0
5e-05,3.8333e-06,0.0001,293.8,0
6.25e-05,0,0.0001,293.36,0
6.25e-05,3.8333e-06,0.0001,294,0
7.5e-05,0,0.0001,293.42,0
7.5e-05,3.8333e-06,0.0001,294.22,0
8.75e-05,0,0.0001,293.48,0
8.75e-05,3.8333e-06,0.0001,294.47,0
0.0001,0,0.0001,293.55,0
0.0001,3.8333e-06,0.0001,294.75,0
0.0001125,0,0.0001,293.63,0
0.0001125,3.8333e-06,0.0001,295.07,0
0.000125,0,0.0001,293.72,0
0.000125,3.8333e-06,0.0001,295.43,0
0.0001375,0,0.0001,293.82,0
0.0001375,3.8333e-06,0.0001,295.83,0
0.00015,0,0.0001,293.94,0
0.00015,3.8333e-06,0.0001,296.29,0
0.0001625,0,0.0001,294.07,0
0.0001625,3.8333e-06,0.0001,296.81,0
0.000175,0,0.0001,294.21,0
0.000175,3.8333e-06,0.0001,297.38,0
0.0001875,0,0.0001,294.37,0
0.0001875,3.8333e-06,0.0001,298.03,0
0.0002,0,0.0001,294.55,0
0.0002,3.8333e-06,0.0001,298.74,0
0.0002125,0,0.0001,294.75,0
0.0002125,3.8333e-06,0.0001,299.53,0
0.000225,0,0.0001,294.97,0
0.000225,3.8333e-06,0.0001,300.41,0
0.0002375,0,0.0001,295.21,0
0.0002375,3.8333e-06,0.0001,301.37,0
0.00025,0,0.0001,295.48,0
0.00025,3.8333e-06,0.0001,302.43,0
0.0002625,0,0.0001,295.77,0
0.0002625,3.8333e-06,0.0001,303.6,0
0.000275,0,0.0001,296.09,0
0.000275,3.8333e-06,0.0001,304.88,0
0.0002875,0,0.0001,296.45,0
0.0002875,3.8333e-06,0.0001,306.28,0
0.0003,0,0.0001,296.84,0
0.0003,3.8333e-06,0.0001,307.82,0
0.0003125,0,0.0001,297.26,0
0.0003125,3.8333e-06,0.0001,309.52,0
0.000325,0,0.0001,297.73,0
0.000325,3.8333e-06,0.0001,311.38,0
0.0003375,0,0.0001,298.25,0
0.0003375,3.8333e-06,0.0001,313.42,0
0.00035,0,0.0001,298.82,0
0.00035,3.8333e-06,0.0001,315.67,0
0.0003625,0,0.0001,299.44,0
0.0003625,3.8333e-06,0.0001,318.14,0
0.000375,0,0.0001,300.13,0
0.000375,3.8333e-06,0.0001,320.87,0
0.0003875,0,0.0001,300.9,0
0.0003875,3.8333e-06,0.0001,323.87,0
0.0004,0,0.0001,301.74,0
0.0004,3.8333e-06,0.0001,327.19,0
0.0004125,0,0.0001,302.68,0
0.0004125,3.8333e-06,0.0001,330.87,0
0.000425,0,0.0001,303.72,0
0.000425,3.8333e-06,0.0001,334.93,0
0.0004375,0,0.0001,304.86,0
0.0004375,3.8333e-06,0.0001,339.42,0
0.00045,0,0.0001,306.14,0
0.00045,3.8333e-06,0.0001,344.39,0
0.0004625,0,0.0001,307.55,0
0.0004625,3.8333e-06,0.0001,349.9,0
0.000475,0,0.0001,309.12,0
0.000475,3.8333e-06,0.0001,355.98,0
0.0004875,0,0.0001,310.86,0
0.0004875,3.8333e-06,0.0001,362.69,0
0.0005,0,0.0001,312.77,0
0.0005,3.8333e-06,0.0001,370.07,0
0.0005125,0,0.0001,314.87,0
0.0005125,3.8333e-06,0.0001,378.15,0
0.000525,0,0.0001,317.17,0
0.000525,3.8333e-06,0.0001,386.93,0
0.0005375,0,0.0001,319.65,0
0.0005375,3.8333e-06,0.0001,396.38,0
0.00055,0,0.0001,322.29,0
0.00055,3.8333e-06,0.0001,406.4,0
0.0005625,0,0.0001,325.04,0
0.0005625,3.8333e-06,0.0001,416.76,0
0.000575,0,0.0001,327.82,0
0.000575,3.8333e-06,0.0001,427.08,0
0.0005875,0,0.0001,330.43,0
0.0005875,3.8333e-06,0.0001,436.65,0
0.0006,0,0.0001,332.58,0
0.0006,3.8333e-06,0.0001,444.33,0
0.0006125,0,0.0001,333.85,0
0.0006125,3.8333e-06,0.0001,448.62,0
0.000625,0,0.0001,333.76,0
0.000625,3.8333e-06,0.0001,447.81,0
0.0006375,0,0.0001,331.92,0
0.0006375,3.8333e-06,0.0001,440.58,0
0.00065,0,0.0001,328.22,0
0.00065,3.8333e-06,0.0001,426.54,0
0.0006625,0,0.0001,322.96,0
0.0006625,3.8333e-06,0.0001,406.79,0
0.000675,0,0.0001,316.82,0
