"Points:0","Points:1","Points:2","T","p"
1.25e-05,0,0.0001,293.2,0
0,0,0.0001,293.17,0
1.25e-05,3.8333e-06,0.0001,293.34,0
0,3.8333e-06,0.0001,293.2,0
2.5e-05,0,0.0001,293.25,0
2.5e-05,3.8333e-06,0.0001,293.54,0
3.75e-05,0,0.0001,293.3,0
3.75e-05,3.8333e-06,0.0001,293.74,0
5e-05,0,0.0001,293.35,0
5e-05,3.8333e-06,0.0001,293.97,0
6.25e-05,0,0.0001,293.42,0
6.25e-05,3.8333e-06,0.0001,294.21,0
7.5e-05,0,0.0001,293.49,0
7.5e-05,3.8333e-06,0.0001,294.49,0
8.75e-05,0,0.0001,293.56,0
8.75e-05,3.8333e-06,0.0001,294.8,0
0.0001,0,0.0001,293.65,0
0.0001,3.8333e-06,0.0001,295.15,0
0.0001125,0,0.0001,293.75,0
0.0001125,3.8333e-06,0.0001,295.55,0
0.000125,0,0.0001,293.86,0
0.000125,3.8333e-06,0.0001,295.99,0
0.0001375,0,0.0001,293.99,0
0.0001375,3.8333e-06,0.0001,296.5,0
0.00015,0,0.0001,294.13,0
0.00015,3.8333e-06,0.0001,297.07,0
0.0001625,0,0.0001,294.29,0
0.0001625,3.8333e-06,0.0001,297.7,0
0.000175,0,0.0001,294.47,0
0.000175,3.8333e-06,0.0001,298.41,0
0.0001875,0,0.0001,294.67,0
0.0001875,3.8333e-06,0.0001,299.2,0
0.0002,0,0.0001,294.88,0
0.0002,3.8333e-06,0.0001,300.07,0
0.0002125,0,0.0001,295.13,0
0.0002125,3.8333e-06,0.0001,301.04,0
0.000225,0,0.0001,295.4,0
0.000225,3.8333e-06,0.0001,302.11,0
0.0002375,0,0.0001,295.69,0
0.0002375,3.8333e-06,0.0001,303.29,0
0.00025,0,0.0001,296.02,0
0.00025,3.8333e-06,0.0001,304.58,0
0.0002625,0,0.0001,296.38,0
0.0002625,3.8333e-06,0.0001,306.01,0
0.000275,0,0.0001,296.77,0
0.000275,3.8333e-06,0.0001,307.57,0
0.0002875,0,0.0001,297.2,0
0.0002875,3.8333e-06,0.0001,309.29,0
0.0003,0,0.0001,297.68,0
0.0003,3.8333e-06,0.0001,311.18,0
0.0003125,0,0.0001,298.21,0
0.0003125,3.8333e-06,0.0001,313.25,0
0.000325,0,0.0001,298.78,0
0.000325,3.8333e-06,0.0001,315.53,0
0.0003375,0,0.0001,299.42,0
0.0003375,3.8333e-06,0.0001,318.05,0
0.00035,0,0.0001,300.12,0
0.00035,3.8333e-06,0.0001,320.81,0
0.0003625,0,0.0001,300.9,0
0.0003625,3.8333e-06,0.0001,323.87,0
0.000375,0,0.0001,301.76,0
0.000375,3.8333e-06,0.0001,327.24,0
0.0003875,0,0.0001,302.71,0
0.0003875,3.8333e-06,0.0001,330.98,0
0.0004,0,0.0001,303.76,0
0.0004,3.8333e-06,0.0001,335.11,0
0.0004125,0,0.0001,304.94,0
0.0004125,3.8333e-06,0.0001,339.69,0
0.000425,0,0.0001,306.24,0
0.000425,3.8333e-06,0.0001,344.78,0
0.0004375,0,0.0001,307.69,0
0.0004375,3.8333e-06,0.0001,350.42,0
0.00045,0,0.0001,309.31,0
0.00045,3.8333e-06,0.0001,356.68,0
0.0004625,0,0.0001,311.1,0
0.0004625,3.8333e-06,0.0001,363.64,0
0.000475,0,0.0001,313.11,0
0.000475,3.8333e-06,0.0001,371.34,0
0.0004875,0,0.0001,315.33,0
0.0004875,3.8333e-06,0.0001,379.87,0
0.0005,0,0.0001,317.78,0
0.0005,3.8333e-06,0.0001,389.26,0
0.0005125,0,0.0001,320.49,0
0.0005125,3.8333e-06,0.0001,399.56,0
0.000525,0,0.0001,323.45,0
0.000525,3.8333e-06,0.0001,410.77,0
0.0005375,0,0.0001,326.64,0
